# Species	Genes	Alg.-Conn.	GCA_000499725.1_EBH001_protein.faa	GCF_000499385.1_ENH001_protein.faa	GCF_000499425.1_EAH001_protein.faa	GCF_000499545.2_ETH001_protein.faa	GCF_000499605.1_EMW001_protein.faa
3	3	0.42	*	XP_013439502.1	XP_013252527.1	*	XP_013332795.1
4	4	0.701	*	XP_013438072.1	XP_013250986.1	XP_013230128.1	XP_013332766.1
4	4	0.911	*	XP_013434457.1	XP_013253129.1	XP_013231211.1	XP_013332750.1
4	4	0.727	*	XP_013434458.1	XP_013253130.1	XP_013231212.1	XP_013332749.1
4	4	0.696	*	XP_013438037.1	XP_013253004.1	XP_013228897.1	XP_013332747.1
3	3	0.748	*	XP_013438038.1	XP_013253003.1	*	XP_013332746.1
4	4	0.705	*	XP_013436648.1	XP_013248662.1	XP_013233822.1	XP_013332734.1
4	4	0.793	*	XP_013438409.1	XP_013248506.1	XP_013233419.1	XP_013332727.1
2	2	1	*	XP_013432809.1	*	*	XP_013332712.1
4	4	0.895	*	XP_013434632.1	XP_013246738.1	XP_013232694.1	XP_013333127.1
4	4	0.361	*	XP_013438077.1	XP_013251149.1	XP_013230133.1	XP_013333266.1
3	3	0.556	*	XP_013435318.1	*	XP_013229822.1	XP_013333258.1
4	4	0.427	*	XP_013436544.1	XP_013250018.1	XP_013233045.1	XP_013333236.1
4	4	0.848	*	XP_013436542.1	XP_013250270.1	XP_013233043.1	XP_013333234.1
4	4	0.931	*	XP_013436541.1	XP_013250271.1	XP_013233042.1	XP_013333233.1
4	4	0.407	*	XP_013433016.1	XP_013247982.1	XP_013228591.1	XP_013333204.1
4	4	0.641	*	XP_013438799.1	XP_013250680.1	XP_013231047.1	XP_013333201.1
4	4	0.489	*	XP_013434477.1	XP_013249882.1	XP_013231231.1	XP_013333175.1
3	3	0.876	*	XP_013435638.1	XP_013248737.1	*	XP_013333170.1
3	3	0.947	*	XP_013438251.1	XP_013250173.1	*	XP_013333167.1
3	3	0.865	*	XP_013436956.1	*	XP_013232792.1	XP_013334026.1
4	4	0.564	*	XP_013437254.1	XP_013246990.1	XP_013228309.1	XP_013333099.1
3	3	0.56	*	XP_013435685.1	*	XP_013228319.1	XP_013333093.1
4	4	0.842	*	XP_013439721.1	XP_013250267.1	XP_013231375.1	XP_013333086.1
4	4	0.642	*	XP_013440080.1	XP_013249516.1	XP_013233195.1	XP_013333039.1
2	2	1	*	XP_013434857.1	*	*	XP_013333019.1
3	3	0.76	*	XP_013434858.1	*	XP_013235701.1	XP_013333018.1
2	2	1	*	XP_013437281.1	*	*	XP_013332999.1
3	3	0.64	*	XP_013436306.1	*	XP_013235615.1	XP_013332996.1
4	4	0.628	*	XP_013436565.1	XP_013252480.1	XP_013228900.1	XP_013332973.1
4	4	0.16	*	XP_013437613.1	XP_013247112.1	XP_013233072.1	XP_013334740.1
4	4	0.137	*	XP_013439494.1	XP_013246737.1	XP_013234114.1	XP_013334858.1
4	4	0.457	*	XP_013438793.1	XP_013250688.1	XP_013231041.1	XP_013334851.1
2	2	1	*	XP_013436547.1	*	*	XP_013334848.1
4	4	0.768	*	XP_013437709.1	XP_013252180.1	XP_013232448.1	XP_013334836.1
4	4	0.625	*	XP_013437703.1	XP_013252186.1	XP_013232443.1	XP_013334831.1
4	4	0.417	*	XP_013437432.1	XP_013247500.1	XP_013231477.1	XP_013334804.1
4	4	0.827	*	XP_013433540.1	XP_013247570.1	XP_013236233.1	XP_013334781.1
4	4	0.432	*	XP_013439528.1	XP_013247033.1	XP_013227990.1	XP_013334777.1
3	3	0.472	*	XP_013440012.1	*	XP_013233356.1	XP_013334768.1
3	3	0.631	*	XP_013439968.1	*	XP_013232297.1	XP_013334744.1
4	4	0.682	*	XP_013439534.1	XP_013248469.1	XP_013227996.1	XP_013334882.1
3	3	0.266	*	XP_013439161.1	*	XP_013229258.1	XP_013334738.1
2	2	1	*	XP_013438579.1	*	*	XP_013334737.1
4	4	0.847	*	XP_013439420.1	XP_013251934.1	XP_013228360.1	XP_013334736.1
4	4	0.755	*	XP_013432906.1	XP_013251976.1	XP_013228080.1	XP_013334730.1
4	4	0.702	*	XP_013440231.1	XP_013248150.1	XP_013233727.1	XP_013334720.1
3	3	0.722	*	XP_013438334.1	XP_013252561.1	*	XP_013334713.1
3	3	0.721	*	XP_013436172.1	*	XP_013236208.1	XP_013334703.1
3	3	0.874	*	XP_013437856.1	XP_013251544.1	*	XP_013334693.1
3	3	0.939	*	XP_013439210.1	*	XP_013233006.1	XP_013334678.1
4	4	0.762	*	XP_013434190.1	XP_013246697.1	XP_013231409.1	XP_013334641.1
3	3	0.725	*	XP_013435369.1	*	XP_013233101.1	XP_013335038.1
3	3	0.681	*	XP_013436151.1	XP_013249645.1	*	XP_013335167.1
4	4	0.459	*	XP_013436784.1	XP_013250157.1	XP_013232131.1	XP_013335162.1
4	4	0.576	*	XP_013436785.1	XP_013250156.1	XP_013232130.1	XP_013335161.1
3	3	0.647	*	XP_013440628.1	XP_013247523.1	*	XP_013335139.1
4	4	0.509	*	XP_013440585.1	XP_013247411.1	XP_013235735.1	XP_013335122.1
4	4	0.765	*	XP_013437593.1	XP_013246959.1	XP_013235180.1	XP_013335086.1
3	3	0.931	*	XP_013439258.1	*	XP_013229194.1	XP_013335073.1
4	4	0.411	*	XP_013435843.1	XP_013251315.1	XP_013230407.1	XP_013335071.1
4	4	0.766	*	XP_013441024.1	XP_013251823.1	XP_013231247.1	XP_013335063.1
3	3	0.761	*	XP_013435370.1	*	XP_013233102.1	XP_013335039.1
3	3	0.465	*	XP_013433046.1	XP_013249007.1	*	XP_013334613.1
4	4	0.832	*	XP_013434870.1	XP_013253258.1	XP_013227866.1	XP_013335008.1
4	4	0.537	*	XP_013433647.1	XP_013252394.1	XP_013229461.1	XP_013335003.1
4	4	0.153	*	XP_013440472.1	XP_013252326.1	XP_013232674.1	XP_013334995.1
4	4	0.45	*	XP_013432939.1	XP_013247465.1	XP_013232229.1	XP_013334981.1
4	4	0.181	*	XP_013438487.1	XP_013249159.1	XP_013232119.1	XP_013334945.1
4	4	0.623	*	XP_013433732.1	XP_013252813.1	XP_013233745.1	XP_013334936.1
4	4	0.756	*	XP_013435800.1	XP_013247300.1	XP_013234745.1	XP_013334931.1
4	4	0.16	*	XP_013436581.1	XP_013250133.1	XP_013230646.1	XP_013334927.1
4	4	0.699	*	XP_013439617.1	XP_013249861.1	XP_013228038.1	XP_013334913.1
3	3	0.303	*	XP_013439861.1	*	XP_013229011.1	XP_013334168.1
2	2	1	*	XP_013434737.1	*	*	XP_013334253.1
4	4	0.525	*	XP_013440224.1	XP_013253183.1	XP_013228223.1	XP_013334243.1
4	4	0.84	*	XP_013440221.1	XP_013253185.1	XP_013228226.1	XP_013334240.1
2	2	1	*	XP_013440220.1	*	*	XP_013334239.1
4	4	0.337	*	XP_013436735.1	XP_013249496.1	XP_013233763.1	XP_013334229.1
4	4	0.275	*	XP_013438075.1	XP_013249729.1	XP_013230131.1	XP_013334224.1
3	3	0.462	*	XP_013438395.1	*	XP_013230204.1	XP_013334209.1
4	4	0.376	*	XP_013439069.1	XP_013253069.1	XP_013232855.1	XP_013334205.1
2	2	1	*	XP_013440326.1	*	*	XP_013334201.1
4	4	0.258	*	XP_013439060.1	XP_013247724.1	XP_013232847.1	XP_013334200.1
3	3	0.884	*	XP_013438618.1	*	XP_013235955.1	XP_013334258.1
4	4	0.673	*	XP_013440665.1	XP_013250213.1	XP_013234243.1	XP_013334157.1
4	4	0.683	*	XP_013435618.1	XP_013251515.1	XP_013231267.1	XP_013334152.1
3	3	0.342	*	XP_013436805.1	XP_013251963.1	*	XP_013334149.1
4	4	0.24	*	XP_013440477.1	XP_013252331.1	XP_013232669.1	XP_013334113.1
4	4	0.784	*	XP_013435928.1	XP_013249741.1	XP_013236099.1	XP_013334070.1
4	4	0.166	*	XP_013435931.1	XP_013249732.1	XP_013236096.1	XP_013334064.1
4	4	0.85	*	XP_013435932.1	XP_013249377.1	XP_013236095.1	XP_013334063.1
3	3	0.725	*	XP_013433571.1	*	XP_013231953.1	XP_013334060.1
3	3	0.926	*	XP_013435030.1	*	XP_013232786.1	XP_013334032.1
4	4	0.828	*	XP_013436114.1	XP_013250541.1	XP_013232791.1	XP_013334027.1
4	4	0.721	*	XP_013435020.1	XP_013251391.1	XP_013230724.1	XP_013334469.1
3	3	0.492	*	XP_013436361.1	XP_013252939.1	*	XP_013334586.1
3	3	0.682	*	XP_013432721.1	*	XP_013228145.1	XP_013334568.1
3	3	0.65	*	XP_013440903.1	*	XP_013231970.1	XP_013334566.1
4	4	0.561	*	XP_013436678.1	XP_013248163.1	XP_013231754.1	XP_013334560.1
3	3	0.414	*	XP_013439636.1	XP_013252722.1	*	XP_013334544.1
3	3	0.813	*	XP_013434398.1	*	XP_013233179.1	XP_013334521.1
4	4	0.89	*	XP_013439650.1	XP_013247620.1	XP_013228723.1	XP_013334514.1
3	3	0.776	*	XP_013437650.1	XP_013247083.1	*	XP_013334511.1
3	3	0.928	*	XP_013436704.1	*	XP_013231156.1	XP_013334498.1
4	4	0.801	*	XP_013439452.1	XP_013249857.1	XP_013234967.1	XP_013334490.1
3	3	0.736	CDJ48229.1	*	XP_013251943.1	*	XP_013338060.1
4	4	0.505	*	XP_013433679.1	XP_013250312.1	XP_013228440.1	XP_013334450.1
4	4	0.648	*	XP_013437896.1	XP_013250381.1	XP_013229768.1	XP_013334440.1
4	4	0.726	*	XP_013440022.1	XP_013253340.1	XP_013233345.1	XP_013334414.1
4	4	0.675	*	XP_013434363.1	XP_013246888.1	XP_013232458.1	XP_013334390.1
4	4	0.792	*	XP_013437712.1	XP_013248071.1	XP_013232451.1	XP_013334381.1
3	3	0.331	*	XP_013437268.1	*	XP_013235638.1	XP_013334377.1
2	2	1	*	XP_013434337.1	*	*	XP_013334364.1
4	4	0.447	*	XP_013438611.1	XP_013251477.1	XP_013235962.1	XP_013334305.1
4	4	0.422	*	XP_013438019.1	XP_013252299.1	XP_013232621.1	XP_013334280.1
3	3	0.582	CDJ54161.1	XP_013437052.1	*	XP_013235781.1	*
4	4	0.341	CDJ46540.1	XP_013438627.1	*	XP_013235946.1	XP_013335613.1
5	5	0.632	CDJ46541.1	XP_013438628.1	XP_013251585.1	XP_013235945.1	XP_013334813.1
5	5	0.832	CDJ50620.1	XP_013432525.1	XP_013249770.1	XP_013235917.1	XP_013337067.1
5	5	0.363	CDJ48968.1	XP_013438180.1	XP_013249878.1	XP_013235882.1	XP_013335372.1
4	4	0.551	CDJ48276.1	XP_013436535.1	XP_013250762.1	XP_013235877.1	*
5	5	0.577	CDJ46821.1	XP_013439736.1	XP_013250091.1	XP_013235828.1	XP_013333759.1
4	4	0.719	CDJ51753.1	XP_013434768.1	XP_013247013.1	XP_013235824.1	*
5	5	0.485	CDJ47069.1	XP_013436609.1	XP_013251792.1	XP_013235803.1	XP_013338212.1
4	4	0.943	CDJ49547.1	XP_013438844.1	XP_013252120.1	XP_013235801.1	*
4	4	0.694	CDJ50554.1	XP_013440321.1	XP_013249808.1	XP_013235796.1	*
4	4	0.47	CDJ45778.1	XP_013438620.1	*	XP_013235953.1	XP_013334262.1
3	3	0.818	CDJ47308.1	*	XP_013253314.1	XP_013235779.1	*
3	3	0.484	CDJ49451.1	XP_013436219.1	*	XP_013235777.1	*
5	5	0.703	CDJ49450.1	XP_013436218.1	XP_013253310.1	XP_013235776.1	XP_013337434.1
5	5	0.332	CDJ49448.1	XP_013436216.1	XP_013253308.1	XP_013235774.1	XP_013337433.1
5	5	0.752	CDJ49447.1	XP_013436215.1	XP_013253307.1	XP_013235773.1	XP_013337432.1
5	5	0.789	CDJ47042.1	XP_013436214.1	XP_013251045.1	XP_013235772.1	XP_013335237.1
5	5	0.46	CDJ47044.1	XP_013436209.1	XP_013252286.1	XP_013235767.1	XP_013335233.1
5	5	0.33	CDJ46941.1	XP_013436204.1	XP_013248100.1	XP_013235762.1	XP_013337353.1
5	5	0.629	CDJ49452.1	XP_013436203.1	XP_013248101.1	XP_013235761.1	XP_013337354.1
5	5	0.488	CDJ47305.1	XP_013436202.1	XP_013248102.1	XP_013235760.1	XP_013336760.1
3	3	0.916	CDJ48741.1	XP_013435456.1	*	XP_013235996.1	*
5	5	0.886	CDJ51316.1	XP_013435946.1	XP_013252250.1	XP_013236080.1	XP_013335036.1
5	5	0.421	CDJ51315.1	XP_013435947.1	XP_013252251.1	XP_013236079.1	XP_013335035.1
5	5	0.749	CDJ51314.1	XP_013435948.1	XP_013252252.1	XP_013236078.1	XP_013335034.1
5	5	0.618	CDJ51313.1	XP_013435949.1	XP_013252253.1	XP_013236077.1	XP_013335033.1
5	5	0.843	CDJ51312.1	XP_013435950.1	XP_013252254.1	XP_013236076.1	XP_013335032.1
5	5	0.515	CDJ51311.1	XP_013435951.1	XP_013252255.1	XP_013236075.1	XP_013335031.1
5	5	0.75	CDJ51310.1	XP_013435952.1	XP_013252256.1	XP_013236074.1	XP_013337251.1
2	2	1	CDJ46927.1	*	*	XP_013236073.1	*
5	5	0.498	CDJ49593.1	XP_013436187.1	XP_013247575.1	XP_013236004.1	XP_013336647.1
2	2	1	CDJ53893.1	*	*	XP_013235997.1	*
5	5	0.521	CDJ49446.1	XP_013436201.1	XP_013253305.1	XP_013235759.1	XP_013337431.1
3	3	0.588	CDJ46000.1	XP_013433226.1	*	XP_013235987.1	*
5	5	0.489	CDJ52535.1	XP_013437834.1	XP_013251382.1	XP_013235983.1	XP_013333158.1
2	2	1	CDJ51057.1	*	*	XP_013235980.1	*
5	5	0.404	CDJ46780.1	XP_013440569.1	XP_013247815.1	XP_013235978.1	XP_013337292.1
5	5	0.883	CDJ51411.1	XP_013435637.1	XP_013251484.1	XP_013235971.1	XP_013333617.1
5	5	0.375	CDJ51387.1	XP_013435634.1	XP_013251481.1	XP_013235968.1	XP_013336429.1
5	5	0.557	CDJ51385.1	XP_013435631.1	XP_013251479.1	XP_013235965.1	XP_013336427.1
4	4	0.274	CDJ46416.1	XP_013438609.1	XP_013251478.1	XP_013235964.1	*
5	5	0.233	CDJ50906.1	XP_013438613.1	XP_013252096.1	XP_013235960.1	XP_013334254.1
4	4	0.284	CDJ50909.1	XP_013438615.1	XP_013252094.1	XP_013235958.1	*
3	3	0.851	CDJ48294.1	*	XP_013253278.1	XP_013235186.1	*
5	5	0.84	CDJ52782.1	XP_013437464.1	XP_013250299.1	XP_013235424.1	XP_013335856.1
3	3	0.887	CDJ46677.1	XP_013432749.1	*	XP_013235410.1	*
5	5	0.828	CDJ49104.1	XP_013439510.1	XP_013251646.1	XP_013235376.1	XP_013338391.1
3	3	0.912	CDJ49103.1	XP_013439509.1	*	XP_013235374.1	*
5	5	0.535	CDJ45859.1	XP_013433019.1	XP_013247200.1	XP_013235365.1	XP_013336642.1
5	5	0.691	CDJ52633.1	XP_013434172.1	XP_013247149.1	XP_013235349.1	XP_013338157.1
5	5	0.821	CDJ52470.1	XP_013437392.1	XP_013253209.1	XP_013235273.1	XP_013336542.1
5	5	0.577	CDJ51789.1	XP_013434893.1	XP_013249408.1	XP_013235232.1	XP_013337007.1
2	2	1	CDJ54106.1	*	*	XP_013235214.1	*
4	4	0.598	CDJ48822.1	*	XP_013246751.1	XP_013235204.1	XP_013336727.1
2	2	1	CDJ47185.1	*	*	XP_013235440.1	*
3	3	0.739	CDJ51131.1	XP_013440844.1	*	XP_013235123.1	*
5	5	0.833	CDJ52433.1	XP_013441047.1	XP_013249885.1	XP_013235110.1	XP_013337768.1
5	5	0.522	CDJ48922.1	XP_013434566.1	XP_013252848.1	XP_013235109.1	XP_013334275.1
2	2	1	CDJ50609.1	*	*	XP_013235102.1	*
5	5	0.704	CDJ52797.1	XP_013439832.1	XP_013247987.1	XP_013235093.1	XP_013334322.1
5	5	0.719	CDJ52796.1	XP_013439833.1	XP_013247988.1	XP_013235092.1	XP_013334321.1
5	5	0.495	CDJ49601.1	XP_013441018.1	XP_013250081.1	XP_013235083.1	XP_013332744.1
2	2	1	CDJ54187.1	*	*	XP_013235082.1	*
5	5	0.414	CDJ50988.1	XP_013433291.1	XP_013252381.1	XP_013235074.1	XP_013333142.1
4	4	0.874	CDJ46967.1	XP_013435767.1	*	XP_013235057.1	XP_013333369.1
3	3	0.446	CDJ49151.1	XP_013436817.1	*	XP_013235627.1	*
5	5	0.92	CDJ53206.1	XP_013433371.1	XP_013248139.1	XP_013235743.1	XP_013337026.1
4	4	0.833	CDJ53423.1	*	XP_013247412.1	XP_013235736.1	XP_013335123.1
2	2	1	CDJ48295.1	*	*	XP_013235732.1	*
4	4	0.792	CDJ45845.1	XP_013435404.1	XP_013250711.1	XP_013235729.1	*
4	4	0.623	CDJ50283.1	XP_013435101.1	XP_013251282.1	XP_013235721.1	*
2	2	1	CDJ53417.1	*	*	XP_013235712.1	*
3	3	0.588	CDJ49612.1	XP_013436752.1	*	XP_013235683.1	*
4	4	0.398	CDJ49302.1	XP_013437508.1	XP_013249111.1	XP_013235679.1	*
4	4	0.31	CDJ45895.1	*	XP_013248597.1	XP_013235668.1	XP_013332659.1
2	2	1	CDJ53125.1	*	*	XP_013235631.1	*
5	5	0.611	CDJ51318.1	XP_013435945.1	XP_013247445.1	XP_013236081.1	XP_013336401.1
3	3	0.82	CDJ46832.1	XP_013433164.1	*	XP_013235622.1	*
5	5	0.309	CDJ50584.1	XP_013437932.1	XP_013249279.1	XP_013235618.1	XP_013334232.1
5	5	0.651	CDJ47809.1	XP_013440558.1	XP_013252171.1	XP_013235570.1	XP_013337523.1
5	5	0.456	CDJ51873.1	XP_013438132.1	XP_013246688.1	XP_013235541.1	XP_013337220.1
5	5	0.766	CDJ46129.1	XP_013437062.1	XP_013253087.1	XP_013235478.1	XP_013336014.1
5	5	0.779	CDJ52033.1	XP_013437792.1	XP_013252347.1	XP_013235469.1	XP_013337551.1
5	5	0.537	CDJ46076.1	XP_013434041.1	XP_013249306.1	XP_013235466.1	XP_013338416.1
5	5	0.472	CDJ46981.1	XP_013439324.1	XP_013247082.1	XP_013235454.1	XP_013337154.1
2	2	1	CDJ47166.1	*	*	XP_013235448.1	*
3	3	0.702	CDJ50066.1	*	XP_013250113.1	*	XP_013332905.1
3	3	0.773	CDJ50752.1	*	XP_013247170.1	*	XP_013333114.1
2	2	1	CDJ48003.1	*	*	*	XP_013333107.1
3	3	0.804	CDJ48403.1	*	XP_013249043.1	*	XP_013333068.1
3	3	0.538	CDJ48410.1	*	XP_013249035.1	*	XP_013333061.1
3	3	0.252	CDJ46974.1	*	XP_013251768.1	*	XP_013333015.1
3	3	0.741	CDJ49327.1	XP_013440103.1	*	*	XP_013332991.1
3	3	0.888	CDJ47680.1	*	XP_013250137.1	*	XP_013332935.1
2	2	1	CDJ47523.1	*	*	*	XP_013332913.1
3	3	0.664	CDJ52165.1	*	XP_013249265.1	*	XP_013332912.1
2	2	1	CDJ47984.1	*	*	*	XP_013332910.1
2	2	1	CDJ47731.1	*	*	*	XP_013333117.1
4	4	0.792	CDJ50069.1	XP_013437996.1	XP_013250749.1	*	XP_013332903.1
3	3	0.778	CDJ47091.1	*	XP_013246774.1	*	XP_013332892.1
2	2	1	CDJ51643.1	*	*	*	XP_013332881.1
3	3	0.718	CDJ50856.1	*	XP_013250963.1	*	XP_013332876.1
2	2	1	CDJ46338.1	*	*	*	XP_013332855.1
3	3	0.808	CDJ53877.1	*	XP_013248732.1	*	XP_013332851.1
2	2	1	CDJ45913.1	*	*	*	XP_013332751.1
4	4	0.622	CDJ49605.1	XP_013437722.1	XP_013250083.1	*	XP_013332745.1
3	3	0.748	CDJ53425.1	*	XP_013246917.1	*	XP_013332736.1
3	3	0.759	CDJ49097.1	*	XP_013250799.1	*	XP_013332711.1
3	3	0.906	CDJ47348.1	*	XP_013251685.1	*	XP_013333224.1
3	3	0.776	CDJ51248.1	XP_013434729.1	*	*	XP_013333326.1
4	4	0.624	CDJ51247.1	XP_013434730.1	XP_013248701.1	*	XP_013333325.1
2	2	1	CDJ49262.1	*	*	*	XP_013333318.1
3	3	0.89	CDJ49761.1	*	XP_013248129.1	*	XP_013333311.1
2	2	1	CDJ49762.1	*	*	*	XP_013333310.1
3	3	0.745	CDJ52806.1	*	XP_013246493.1	*	XP_013333284.1
3	3	0.524	CDJ50553.1	*	XP_013250460.1	*	XP_013333242.1
2	2	1	CDJ46668.1	*	*	*	XP_013333230.1
3	3	0.406	CDJ47351.1	*	XP_013250193.1	*	XP_013333226.1
3	3	0.651	CDJ47349.1	*	XP_013250192.1	*	XP_013333225.1
4	4	0.65	CDJ50408.1	XP_013435334.1	XP_013248356.1	*	XP_013332694.1
3	3	0.655	CDJ46486.1	*	XP_013246673.1	*	XP_013333207.1
3	3	0.338	CDJ46402.1	*	XP_013247983.1	*	XP_013333203.1
3	3	0.604	CDJ49716.1	*	XP_013247917.1	*	XP_013333186.1
3	3	0.712	CDJ49715.1	*	XP_013247916.1	*	XP_013333185.1
2	2	1	CDJ49638.1	*	*	*	XP_013333179.1
3	3	0.944	CDJ49639.1	*	XP_013251445.1	*	XP_013333178.1
4	4	0.377	CDJ52031.1	XP_013436460.1	XP_013252342.1	*	XP_013333147.1
3	3	0.639	CDJ47633.1	*	XP_013250277.1	*	XP_013333132.1
4	4	0.655	CDJ49611.1	XP_013436751.1	XP_013247448.1	*	XP_013333123.1
5	5	0.686	CDJ46895.1	XP_013435360.1	XP_013252968.1	XP_013236154.1	XP_013338362.1
4	4	0.946	CDJ53049.1	XP_013437610.1	XP_013251229.1	XP_013236212.1	*
5	5	0.527	CDJ52133.1	XP_013436170.1	XP_013248155.1	XP_013236206.1	XP_013334723.1
4	4	0.65	CDJ52135.1	XP_013436169.1	XP_013248152.1	XP_013236205.1	*
5	5	0.503	CDJ50810.1	XP_013435508.1	XP_013250562.1	XP_013236190.1	XP_013337684.1
5	5	0.597	CDJ50813.1	XP_013435510.1	XP_013250565.1	XP_013236188.1	XP_013337682.1
5	5	0.705	CDJ50814.1	XP_013435511.1	XP_013250566.1	XP_013236187.1	XP_013334578.1
5	5	0.318	CDJ53658.1	XP_013435512.1	XP_013250568.1	XP_013236186.1	XP_013334580.1
5	5	0.379	CDJ49597.1	XP_013438810.1	XP_013251569.1	XP_013236173.1	XP_013336644.1
4	4	0.737	CDJ53083.1	XP_013439770.1	XP_013252611.1	XP_013236164.1	*
5	5	0.511	CDJ52554.1	XP_013432577.1	XP_013247101.1	XP_013236157.1	XP_013334234.1
4	4	0.303	CDJ45801.1	XP_013440197.1	XP_013252386.1	XP_013236217.1	*
5	5	0.598	CDJ53511.1	XP_013437205.1	XP_013250196.1	XP_013236146.1	XP_013338001.1
4	4	0.587	CDJ46487.1	XP_013438244.1	XP_013246672.1	XP_013236139.1	*
4	4	0.582	CDJ47406.1	XP_013439695.1	XP_013250108.1	XP_013236120.1	*
2	2	1	CDJ53649.1	*	*	XP_013236114.1	*
3	3	0.962	CDJ49138.1	XP_013435917.1	*	XP_013236110.1	*
4	4	0.775	CDJ49136.1	XP_013435920.1	XP_013249139.1	XP_013236107.1	*
5	5	0.742	CDJ49000.1	XP_013435926.1	XP_013249743.1	XP_013236101.1	XP_013334071.1
5	5	0.158	CDJ48997.1	XP_013435929.1	XP_013249737.1	XP_013236098.1	XP_013334066.1
5	5	0.832	CDJ49673.1	XP_013435934.1	XP_013247076.1	XP_013236093.1	XP_013337516.1
5	5	0.841	CDJ49672.1	XP_013435936.1	XP_013247078.1	XP_013236091.1	XP_013337518.1
3	3	0.844	CDJ49022.1	*	XP_013249458.1	*	XP_013332582.1
3	3	0.452	CDJ47624.1	*	XP_013253094.1	*	XP_013332672.1
3	3	0.321	CDJ49135.1	*	XP_013252108.1	*	XP_013332665.1
2	2	1	CDJ52322.1	*	*	*	XP_013332664.1
4	4	0.514	CDJ53927.1	XP_013434492.1	XP_013248439.1	*	XP_013332649.1
4	4	0.713	CDJ47597.1	XP_013439483.1	XP_013248338.1	*	XP_013332636.1
3	3	0.611	CDJ47840.1	*	XP_013251469.1	*	XP_013332600.1
3	3	0.846	CDJ47844.1	*	XP_013251473.1	*	XP_013332597.1
3	3	0.836	CDJ47846.1	*	XP_013251475.1	*	XP_013332595.1
3	3	0.691	CDJ49026.1	*	XP_013249465.1	*	XP_013332591.1
3	3	0.877	CDJ49024.1	*	XP_013249462.1	*	XP_013332583.1
5	5	0.622	CDJ51471.1	XP_013436566.1	XP_013248725.1	XP_013235033.1	XP_013332974.1
2	2	1	CDJ49021.1	*	*	*	XP_013332581.1
3	3	0.879	CDJ49019.1	*	XP_013249454.1	*	XP_013332578.1
2	2	1	CDJ49246.1	*	*	*	XP_013332575.1
4	4	0.722	CDJ49245.1	XP_013435085.1	XP_013249205.1	*	XP_013332574.1
5	5	0.776	CDJ50506.1	XP_013437740.1	XP_013247140.1	XP_013236351.1	XP_013338211.1
3	3	0.724	CDJ47737.1	*	XP_013247538.1	XP_013236334.1	*
3	3	0.81	CDJ47245.1	XP_013438888.1	*	XP_013236315.1	*
3	3	0.74	CDJ52471.1	XP_013437393.1	*	XP_013236280.1	*
5	5	0.668	CDJ53707.1	XP_013435444.1	XP_013249281.1	XP_013236220.1	XP_013336005.1
5	5	0.334	CDJ50990.1	XP_013438921.1	XP_013248995.1	XP_013233990.1	XP_013332698.1
5	5	0.847	CDJ51071.1	XP_013439292.1	XP_013251305.1	XP_013234039.1	XP_013333916.1
5	5	0.392	CDJ51070.1	XP_013439291.1	XP_013251304.1	XP_013234038.1	XP_013333915.1
3	3	0.832	CDJ50939.1	XP_013438568.1	*	XP_013234025.1	*
5	5	0.754	CDJ50940.1	XP_013438566.1	XP_013248068.1	XP_013234023.1	XP_013332815.1
5	5	0.424	CDJ50941.1	XP_013438565.1	XP_013250004.1	XP_013234022.1	XP_013332816.1
4	4	0.693	CDJ50944.1	XP_013438563.1	*	XP_013234020.1	XP_013332818.1
4	4	0.705	CDJ50946.1	XP_013438562.1	*	XP_013234019.1	XP_013332819.1
5	5	0.612	CDJ50948.1	XP_013438559.1	XP_013249235.1	XP_013234017.1	XP_013332821.1
4	4	0.831	CDJ50951.1	XP_013440970.1	XP_013249789.1	XP_013233999.1	*
5	5	0.532	CDJ50993.1	XP_013437112.1	XP_013248816.1	XP_013233993.1	XP_013334015.1
4	4	0.655	CDJ51025.1	XP_013439295.1	XP_013247264.1	XP_013234040.1	*
5	5	0.772	CDJ54167.1	XP_013437063.1	XP_013249147.1	XP_013233988.1	XP_013335666.1
4	4	0.555	CDJ48709.1	XP_013433220.1	XP_013250677.1	XP_013233972.1	*
4	4	0.384	CDJ48710.1	XP_013433218.1	XP_013248400.1	XP_013233970.1	*
5	5	0.608	CDJ54259.1	XP_013433214.1	XP_013248232.1	XP_013233966.1	XP_013335108.1
5	5	0.738	CDJ49086.1	XP_013433613.1	XP_013248684.1	XP_013233961.1	XP_013335110.1
5	5	0.572	CDJ49083.1	XP_013433611.1	XP_013248266.1	XP_013233959.1	XP_013336936.1
4	4	0.897	CDJ49082.1	*	XP_013248709.1	XP_013233958.1	XP_013336937.1
5	5	0.743	CDJ47212.1	XP_013438533.1	XP_013250419.1	XP_013233953.1	XP_013335557.1
5	5	0.553	CDJ47214.1	XP_013438531.1	XP_013250418.1	XP_013233952.1	XP_013335558.1
5	5	0.691	CDJ47935.1	XP_013440816.1	XP_013247356.1	XP_013233943.1	XP_013337131.1
5	5	0.625	CDJ48682.1	XP_013439144.1	XP_013248924.1	XP_013234059.1	XP_013337034.1
3	3	0.65	CDJ54296.1	XP_013438672.1	*	XP_013234085.1	*
5	5	0.544	CDJ52962.1	XP_013438668.1	XP_013250201.1	XP_013234081.1	XP_013335174.1
5	5	0.415	CDJ54007.1	XP_013438667.1	XP_013250205.1	XP_013234080.1	XP_013336564.1
